keys,English,Bangala,Hindi,Kannada,Odia,Assamese,Gujarati,Marathi,Malayalam,punjabi,Tamil,Telugu
SoldBy ,Sold By ,বিক্রিত,द्वारा बेचा,ಮಾರಾಟ ಮಾಡಿದೆ,ଦ୍ୱାରା ବିକ୍ରି,ইয়াৰ দ্বাৰা বিক্ৰী কৰা হৈছে,ના દ્વારા વેચાણ,द्वारे विकले,വിറ്റു,ਦੁਆਰਾ ਵੇਚਿਆ,விற்றவர்,విక్రయించబడింది
Liter ,Liter ,লিটার,लीटर,ಲೀಟರ್,ଲିଟର,লিটাৰ,લિટર,लिटर,ലിറ്റർ,ਲੀਟਰ,லிட்டர்,లీటరు
Weight ,Weight ,ওজন,वज़न,ತೂಕ,ଓଜନ,ওজন,વજન,वजन,ഭാരം,ਭਾਰ,எடை,బరువు
Grading ,Grading ,গ্রেডিং,ग्रेडिंग,ಶ್ರೇಣಗೀತೆ,ଗ୍ରେଡିଂ,গ্ৰেডিং,ક્રમ,ग्रेडिंग,ഗ്രേഡിംഗ്,ਗਰੇਡਿੰਗ,தரப்படுத்தல்,గ్రేడింగ్
PendingApproval,Pending Approval,অনুমোদন অপেক্ষারত,लंबित अनुमोदन,ಒಪ್ಪಿಗೆಗಾಗಿ ಕಾದಿರುವ,ଅନୁମୋଦନ ବିଚାରାଧୀନ |,অমীমাংসিত অনুমোদন,સંમતિ બાકી,मंजूरीसाठी प्रलंबित,പരിധിക്കല്ല്,ਬਕਾਇਆ ਪ੍ਰਵਾਨਗੀ,நிலுவையிலுள்ள ஒப்புதல்,ఆమోదం పెండింగ్‌లో ఉంది
Approved,Approved,অনুমোদিত,स्वीकृत,ಅನುಮೋದಿಸಿದ,ଅନୁମୋଦିତ |,অনুমোদিত,માન્ય,मंजूर,അംഗീകരിച്ചു,ਮਨਜ਼ੂਰ,அங்கீகரிக்கப்பட்டது,ఆమోదించబడింది
Rejected ,Rejected ,প্রত্যাখ্যাত,अस्वीकृत,ತಿರಸ್ಕರಿಸಿದ,ପ୍ରତ୍ୟାଖ୍ୟାନ,নাকচ কৰা হৈছে,અસ્વીકૃત,नाकारले,നിരസിച്ചു,ਰੱਦ ਕਰ ਦਿੱਤਾ,நிராகரிக்கப்பட்டது,తిరస్కరించబడింది
Customized,Customized,কাস্টমাইজড,स्वनिर्धारित,ಕಸ್ಟಮೈಸ್ ಮಾಡಿದ,କଷ୍ଟମାଇଜ୍ ହୋଇଛି |,অনুকূলিত,ક customિયટ કરેલું,सानुकूलित,ഇഷ്ടാനുസൃതമാക്കി,ਅਨੁਕੂਲਿਤ,தனிப்பயனாக்கப்பட்டது,అనుకూలీకరించబడింది
Favourite shop,Favourite shop,প্রিয় দোকান,पसंदीदा दुकान,ಮೆಚ್ಚಿನ ಅಂಗಡಿ,ପ୍ରିୟ ଦୋକାନ,প্ৰিয় দোকান,મનપસંદ દુકાન,आवडते दुकान,പ്രിയപ്പെട്ട കട,ਮਨਪਸੰਦ ਦੁਕਾਨ,பிடித்த கடை,ఇష్టమైన దుకాణం
Shop By Categories ,Shop By Categories ,বিভাগ দ্বারা কেনাকাটা,श्रेणियों द्वारा दुकान,ವರ್ಗಗಳ ಪ್ರಕಾರ ಶಾಪಿಂಗ್ ಮಾಡಿ,ବର୍ଗଗୁଡିକ ଦ୍ୱାରା କିଣନ୍ତୁ |,শ্ৰেণী অনুসৰি ক্ৰয় কৰক,શ્રેણીઓ દ્વારા ખરીદી,श्रेणीनुसार खरेदी करा,വിഭാഗങ്ങളിലൂടെ ഷോപ്പുചെയ്യുക,ਵਰਗ ਦੁਆਰਾ ਖਰੀਦਦਾਰੀ ਕਰੋ,வகைகளின்படி கடை,వర్గాల వారీగా షాపింగ్ చేయండి
Grocery ,Grocery ,মুদিখানা,किराना,ಆಪರಿ,ସଉଦା,গ্ৰোচাৰী,કરિયાણા,किराणा,പലചരക്ക്,ਕਰਿਆਨੇ,மளிகை,కిరాణా
FIsh,FIsh,মাছ,मछली,ಮೀನು,ମାଛ |,মাছ,માછલી,मासे,മത്സം,ਮੱਛੀ,மீன்,చేప
Flower ,Flower ,ফুল,फूल,ಹೂಳು,ଫୁଲ,ফুল,ફૂલ,फुले,പൂവ്,ਫੁੱਲ,பூ,పువ్వు
Preference ,Preference ,পছন্দ,पसंद,ಆದ್ಯತೆ,ପସନ୍ଦ,পছন্দ,અગ્રતા,प्राधान्य,മുൻഗണന,ਪਸੰਦ,விருப்பம்,ప్రాధాన్యత
SelectPerference ,Select Perference ,প্রশংসা নির্বাচন করুন,परिधि का चयन करें,ಪೆರರೆಡು ಆಯ್ಕೆಮಾಡಿ,ପର୍ନେରୀ ଚୟନ କରନ୍ତୁ |,পাৰফেৰেঞ্চ বাছক,પ્રક્ષેપણ પસંદ કરો,प्राधान्य निवडा,പെറൻസിനെ തിരഞ്ഞെടുക്കുക,ਸੰਸ਼ੋਸ਼ ਦੀ ਚੋਣ ਕਰੋ,விருப்பம் தேர்ந்தெடுக்கவும்,ఖచ్చితత్వాన్ని ఎంచుకోండి
Fruits Shop,Fruits Shop,ফলের দোকান,फलों की दुकान,ಹಣ್ಣುಗಳ ಅಂಗಡಿ,ଫଳ ଦୋକାନ,ফলৰ দোকান,ફળો,फळांचे दुकान,പഴങ്ങൾ കട,ਫਲ ਦੀ ਦੁਕਾਨ,பழங்கள் கடை,పండ్ల దుకాణం
LocalGarden,Local Garden,স্থানীয় বাগান,स्थानीय उद्यान,ಸ್ಥಳೀಯ ಉದ್ಯಾನ,ସ୍ଥାନୀୟ ଉଦ୍ୟାନ,স্থানীয় বাগিচা,સ્થાનિક બાગ,स्थानिक बाग,പ്രാദേശിക പൂന്തോട്ടം,ਸਥਾਨਕ ਬਾਗ,உள்ளூர் தோட்டம்,స్థానిక తోట
Nonveg ,Non veg ,নন ভেজি,मांसाहारी,ಸಸ್ಯಾಹಾರಿ ಅಲ್ಲ,ଅଣ ଭେଜି |,নন ভেজ,શાકાહારી નથી,मांसाहारी,വെജ് നോൺ,ਸ਼ਾਕਾਹਾਰੀ ਨਹੀਂ,அசைவம்,నాన్ వెజ్
Simple ,Simple ,সহজ,सरल,ಸರಳವಾದ,ସରଳ,সৰল,સરળ,सोपे,ലഘുവായ,ਆਸਾਨ,எளிய,సాధారణ
Aggregate ,Aggregate ,সমষ্টি,सकल,ಒಟ್ಟು,ସମୁଦାୟ,মুঠ,સમૂહ,एकूण,ആകെത്തുകയായുള്ള,ਸਮੁੱਚੀ,மதிப்பீட்டு,మొత్తం
MultipleFruits ,Multiple Fruits ,একাধিক ফল,कई फल,ಬಹು ಹಣ್ಣುಗಳು,ଏକାଧିକ ଫଳ |,একাধিক ফল,બહુવિધ ફળ,अनेक फळे,ഒന്നിലധികം പഴങ്ങൾ,ਕਈ ਫਲ,பல பழங்கள்,బహుళ పండ్లు
,,,,,,,,,,,,
Seasonal ,Seasonal ,মৌসুমী,मौसमी,ಕಾಲಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,ମ al ସୁମୀ,ঋতুগত,મોસમી,हंगामी,കാലികമായ,ਮੌਸਮੀ,பருவகால,కాలానుగుణ
Items ,Items ,আইটেম,सामान,ವಸ್ತುಗಳು,ବସ୍ତୁଗୁଡ଼ିକ,বস্তুসমূহ,વસ્તુઓ,वस्तू,ഇനങ്ങൾ,ਇਕਾਈ,பொருட்களை,అంశాలు
Employee/partner ,Employee/partner ,কর্মচারী/অংশীদার,कर्मचारी/भागीदार,ಉದ್ಯೋಗಿ/ಪಾಲುದಾರ,କର୍ମଚାରୀ / ସାଥୀ |,কৰ্মচাৰী/অংশীদাৰ,કર્મચારી/ભાગીદાર,कर्मचारी/भागीदार,ജീവനക്കാരൻ / പങ്കാളി,ਕਰਮਚਾਰੀ / ਸਾਥੀ,பணியாளர்/பங்குதாரர்,ఉద్యోగి/భాగస్వామి
Refer ,Refer ,উল্লেখ করুন,उद्घृत करना,ಉಲ್ಲೇಖಿಸು,ଅନୁସରଣ କରନ୍ତୁ |,চাওক,સંદર્ભ આપવો,संदर्भ,അവലംബിക്കുക,ਵੇਖੋ,குறிப்பு,చూడండి
Employeemanagement ,Employee management ,কর্মচারী ব্যবস্থাপনা,कर्मचारी प्रबंधन,ನೌಕರರ ನಿರ್ವಹಣೆ,କର୍ମଚାରୀ ପରିଚାଳନା,কৰ্মচাৰী ব্যৱস্থাপনা,કર્મચારી વ્યવસ્થા,कर्मचारी व्यवस्थापन,ജീവനക്കാരുടെ മാനേജ്മെന്റ്,ਕਰਮਚਾਰੀ ਪ੍ਰਬੰਧਨ,பணியாளர் மேலாண்மை,ఉద్యోగుల నిర్వహణ
StateHead,State Head,রাষ্ট্রীয় মাথা,राज्य -प्रधान,ರಾಜ್ಯ,ରାଜ୍ୟ ମୁଖ୍ୟ,ৰাজ্যিক মুৰব্বী,રાજ્યનું વડા,राज्य प्रमुख,സംസ്ഥാന തല,ਰਾਜ ਦੇ ਸਿਰ,மாநில தலை,స్టేట్ హెడ్
AddEmployee,Add Employee,কর্মচারী যুক্ত করুন,कर्मचारी जोड़ें,ಉದ್ಯೋಗಿಯನ್ನು ಸೇರಿಸಿ,କର୍ମଚାରୀ ଯୋଡନ୍ତୁ |,কৰ্মচাৰী যোগ কৰক,કર્મચારી ઉમેરો,कर्मचारी जोडा,ജീവനക്കാരനെ ചേർക്കുക,ਕਰਮਚਾਰੀ ਸ਼ਾਮਲ ਕਰੋ,பணியாளரைச் சேர்க்கவும்,ఉద్యోగిని జోడించండి
ManagerId ,Manager Id ,ম্যানেজার আইডি,प्रबंधक आईडी,ವ್ಯವಸ್ಥಾಪಕ ಐಡಿ,ମ୍ୟାନେଜର୍ ID,মেনেজাৰ আইডি,ઈશારો,व्यवस्थापक आयडी,മാനേജർ ഐഡി,ਮੈਨੇਜਰ ID,மேலாளர் ஐடி,మేనేజర్ ఐడి
OrgId,Org Id,Org আইডি,Org id,ಆರ್ಗ್ ಐಡಿ,Org id,অৰ্গ আইডি,Org આઈડી,Org आयडी,ഓർഗ് ഐഡി,Org ID,Org ஐடி,ఆర్గ్ ఐడి
AssignRole,Assign Role,ভূমিকা অর্পণ,भूमिका निभाना,ಪಾತ್ರವನ್ನು ನಿಯೋಜಿಸಿ,ଭୂମିକା ନ୍ୟସ୍ତ କରନ୍ତୁ |,ভূমিকা নিৰ্ধাৰণ কৰক,ભૂમિકા ભજવવી,भूमिका नियुक्त करा,ചുമതലപ്പെടുത്തുക,ਭੂਮਿਕਾ ਨਿਰਧਾਰਤ ਕਰੋ,பங்கு ஒதுக்க,పాత్రను కేటాయించండి
CityOfficer ,City Officer ,সিটি অফিসার,नगर अधिकारी,ನಗರಾಧಿಕಾರಿ,ସହରର ଅଧିକାରୀ,মহানগৰ বিষয়া,શહેર અધિકારી,शहर अधिकारी,സിറ്റി ഓഫീസർ,ਸ਼ਹਿਰ ਅਧਿਕਾਰੀ,நகர அதிகாரி,నగర అధికారి
FrontlineOfficer ,Frontline Officer ,ফ্রন্টলাইন অফিসার,अग्रगामी अधिकारी,ಮುಂಚೂಣಿ ಅಧಿಕಾರಿ,ଫ୍ରଣ୍ଟଲାଇନ ଅଧିକାରୀ |,ফ্ৰণ্টলাইন বিষয়া,આગળની તારીખ અધિકારી,फ्रंटलाइन अधिकारी,ഫ്രണ്ട്ലൈൻ ഓഫീസർ,ਫਰੰਟਲਾਈਨ ਅਫਸਰ,முன்னணி அதிகாரி,ఫ్రంట్‌లైన్ ఆఫీసర్
Employeecreatedsuccessfully,Employee created successfully,কর্মচারী সফলভাবে তৈরি করেছেন,कर्मचारी ने सफलतापूर्वक बनाया,ಉದ್ಯೋಗಿ ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ,କର୍ମଚାରୀ ସଫଳତାର ସହିତ ସୃଷ୍ଟି କରିଛନ୍ତି |,কৰ্মচাৰী সফলতাৰে সৃষ্টি কৰা হৈছে,કર્મચારીએ સફળતાપૂર્વક બનાવ્યું,कर्मचारी यशस्वीरित्या तयार केले आहे,ജീവനക്കാരൻ വിജയകരമായി സൃഷ്ടിച്ചു,ਕਰਮਚਾਰੀ ਨੇ ਸਫਲਤਾਪੂਰਵਕ ਬਣਾਇਆ,பணியாளர் வெற்றிகரமாக உருவாக்கினார்,ఉద్యోగి విజయవంతంగా సృష్టించాడు
AlmoniUser ,Almoni User ,অ্যালমোনি ব্যবহারকারী,अल्मोनी उपयोगकर्ता,ಆಲ್ಮೋನಿ ಬಳಕೆದಾರ,ଆଲମୋନି ବ୍ୟବହାରକାରୀ |,আলমোনি ব্যৱহাৰকাৰী,અલ્ની વપરાશકર્તા,अल्मोनी वापरकर्ता,അൽമോണി ഉപയോക്താവ്,ਅਲਮੀਨੀ ਉਪਭੋਗਤਾ,அல்மோனி பயனர்,ఆల్మోని యూజర్
Undo,Undo,পূর্বাবস্থায় ফিরিয়ে দেওয়া,पूर्ववत,ರದ್ದುಗೊಳಿಸು,ପୂର୍ବବତ୍ କରନ୍ତୁ |,বাতিল কৰক,પૂર્વવત્,पूर्ववत करा,പഴയപടിയാക്കുക,ਵਾਪਿਸ,செயல்தவிர்க்கவும்,అన్డు
